100 未来守护者 杰斯 http://lol.duowan.com/jayce/ http://pic.duowan.com/lol/1207/205773506081/205773517075.png
99 荣耀行刑官 德莱文 http://lol.duowan.com/draven/ http://pic2.duowan.com/lol/1206/202484172754/202487208149.png
98 诺克萨斯之手 德莱厄斯 http://lol.duowan.com/darius/ http://pic.duowan.com/lol/1203/196184525178/201804651313.jpg
97 战争之影 赫卡里姆 http://lol.duowan.com/hecarim/ http://pic.duowan.com/lol/1204/197906703906/197908560081.jpg
96 惩戒之箭 韦鲁斯 http://lol.duowan.com/varus/ http://pic3.duowan.com/lol/1204/198079462173/198079477246.jpg
95 仙灵女巫 璐璐 http://lol.duowan.com/lulu/ http://pic4.duowan.com/lol/1203/196696818878/196703018435.png
94 无双剑姬 菲奥娜 http://lol.duowan.com/fiora/ http://pic.duowan.com/lol/1203/195754588847/195755907116.png
93 深海泰坦 诺提勒斯 http://lol.duowan.com/nautilus/ http://pic4.duowan.com/lol/1202/193328146015/193333009937.gif
92 凛冬之怒 瑟庄妮 http://lol.duowan.com/sejuani/ http://pic4.duowan.com/lol/1201/190822766779/190833295927.jpg
91 爆破鬼才 吉格斯 http://lol.duowan.com/ziggs/ http://pic4.duowan.com/lol/1202/192131965665/192131975792.gif
90 机械先驱 维克托 http://lol.duowan.com/viktor/ http://pic5.duowan.com/lol/1112/188475938010/188475951613.jpg
89 九尾妖狐 阿狸 http://lol.duowan.com/ahri/ http://pic3.duowan.com/lol/1112/187869553754/187896932542.jpg
88 雷霆咆哮 沃利贝尔 http://lol.duowan.com/volibear/ http://pic.duowan.com/lol/1111/186599851229/186599920512.jpg
87 潮汐海灵 菲兹 http://lol.duowan.com/fizz/ http://pic.duowan.com/lol/1111/185550440004/185552341067.gif
86 巨魔之王 特朗德尔 http://lol.duowan.com/trundle/ http://img.dwstatic.com/lol/1306/235591678174/1371636483394.png
85 光辉女郎 拉克丝 http://lol.duowan.com/lux/ http://pic1.duowan.com/lol/1107/173890048848/173890450691.gif
84 复仇焰魂 布兰德 http://lol.duowan.com/brand/ http://pic2.duowan.com/lol/1107/174073873216/174074057446.gif
83 龙血武姬 希瓦娜 http://lol.duowan.com/shyvana/ http://pic2.duowan.com/lol/1111/184604394486/184604409309.gif
82 法外狂徒 格雷福斯 http://lol.duowan.com/graves/ http://pic1.duowan.com/lol/1110/183573526489/183573538458.jpg
81 远古巫灵 泽拉斯 http://lol.duowan.com/xerath/ http://pic1.duowan.com/lol/1110/183638755440/183638769835.jpg
80 瘟疫之源 图奇 http://lol.duowan.com/twitch/ http://lol.duowan.com/s/hero/tq.jpg
79 放逐之刃 锐雯 http://lol.duowan.com/riven/ http://pic2.duowan.com/lol/1109/180714832441/180714870610.gif
78 刀锋之影 泰隆 http://lol.duowan.com/talon/ http://pic.duowan.com/lol/1109/180008178761/180008225874.gif
77 水晶先锋 斯卡纳 http://lol.duowan.com/skarner/ http://pic.duowan.com/lol/1108/178647387266/178647406694.jpg
76 齐天大圣 孙悟空 http://lol.duowan.com/wukong/ http://pic1.duowan.com/lol/1108/176391681614/176391685171.jpg
75 曙光女神 蕾欧娜 http://lol.duowan.com/leona/ http://pic1.duowan.com/lol/1104/166448533784/175792428160.jpg
74 掘墓者 约里克 http://lol.duowan.com/yorick/ http://pic3.duowan.com/lol/1104/166448533784/175792432633.jpg
73 流浪法师 瑞兹 http://lol.duowan.com/ryze/ http://lol.duowan.com/s/hero/rz.jpg
72 不祥之刃 卡特琳娜 http://lol.duowan.com/katarina/ http://lol.duowan.com/s/hero/ktln.jpg
71 琴瑟仙女 裟娜 http://lol.duowan.com/sona/ http://pic.duowan.com/lol/1107/173890048848/173890058944.gif
70 策士统领 斯维因 http://lol.duowan.com/swain/ http://pic.duowan.com/lol/1107/173890048848/173890255948.gif
69 诡术妖姬 乐芙兰 http://lol.duowan.com/leblanc/ http://pic.duowan.com/lol/1107/173890048848/173890608802.gif
68 刀锋意志 艾瑞莉娅 http://lol.duowan.com/irelia/ http://pic.duowan.com/lol/1107/173890048848/173890714469.gif
67 魔蛇之拥 卡西奥佩娅 http://lol.duowan.com/cassiopeia/ http://pic.duowan.com/lol/1107/173890048848/173890902009.gif
66 皮城女警 凯特琳 http://lol.duowan.com/caitlyn/ http://pic.duowan.com/lol/1107/173890048848/173891021710.gif
65 荒漠屠夫 雷克顿 http://lol.duowan.com/renekton/ http://pic.duowan.com/lol/1107/173890048848/173891222376.gif
64 天启者 卡尔玛 http://lol.duowan.com/karma/ http://img.dwstatic.com/lol/1306/235155745723/1371200551407.png
63 扭曲树精 茂凯 http://lol.duowan.com/maokai/ http://pic.duowan.com/lol/1107/173890048848/173891429814.gif
62 德玛西亚皇子 嘉文四世 http://lol.duowan.com/jarvan/ http://pic.duowan.com/lol/1107/173890048848/173891523896.gif
61 永恒梦魇 魔腾 http://lol.duowan.com/nocturne/ http://pic.duowan.com/lol/1107/173890048848/173891609201.gif
60 盲僧 李青 http://lol.duowan.com/leesin/ http://pic.duowan.com/lol/1107/173890048848/173891698722.gif
59 机械公敌 兰博 http://lol.duowan.com/rumble/ http://pic.duowan.com/lol/1107/173890048848/173891914477.gif
58 暗夜猎手 薇恩 http://lol.duowan.com/vayne/ http://pic.duowan.com/lol/1107/173890048848/173891998879.gif
57 发条魔灵 奥莉安娜 http://lol.duowan.com/orianna/ http://pic.duowan.com/lol/1107/173890048848/173892078905.gif
56 虚空恐惧 科'加斯 http://lol.duowan.com/chogath/ http://lol.duowan.com/s/hero/kjs.jpg
55 雪人骑士 努努 http://lol.duowan.com/nunu/ http://lol.duowan.com/s/hero/nn.jpg
54 殇之木乃伊 阿木木 http://lol.duowan.com/amumu/ http://lol.duowan.com/s/hero/amm.jpg
53 邪恶小法师 维迦 http://lol.duowan.com/veigar/ http://lol.duowan.com/s/hero/wj.jpg
52 炼金术士 辛吉德 http://lol.duowan.com/singed/ http://lol.duowan.com/s/hero/xjd.jpg
51 蛮族之王 泰达米尔 http://lol.duowan.com/tryndamere/ http://lol.duowan.com/s/hero/tdme.jpg
50 祖安狂人 蒙多 http://lol.duowan.com/mundo/ http://lol.duowan.com/s/hero/mdys.jpg
49 海洋之灾 普朗克 http://lol.duowan.com/gangplank/ http://lol.duowan.com/s/hero/plk.jpg
48 熔岩巨兽 墨菲特 http://lol.duowan.com/malphite/ http://lol.duowan.com/s/hero/mft.jpg
47 战争女神 希维尔 http://lol.duowan.com/sivir/ http://lol.duowan.com/s/hero/xwe.jpg
46 末日使者 费德提克 http://lol.duowan.com/fiddlesticks/ http://lol.duowan.com/s/hero/fdtk.jpg
45 审判天使 凯尔 http://lol.duowan.com/kayle/ http://lol.duowan.com/s/hero/ke.jpg
44 冰晶凤凰 艾尼维亚 http://lol.duowan.com/anivia/ http://lol.duowan.com/s/hero/anwy.jpg
43 迅捷斥候 提莫 http://lol.duowan.com/teemo/ http://lol.duowan.com/s/hero/tm.jpg
42 寒冰射手 艾希 http://lol.duowan.com/ashe/ http://lol.duowan.com/s/hero/ax.jpg
41 黑暗之女 安妮 http://lol.duowan.com/annie/ http://lol.duowan.com/s/hero/an.jpg
40 麦林炮手 崔丝塔娜 http://lol.duowan.com/tristana/ http://lol.duowan.com/s/hero/cstn.jpg
39 武器大师 贾克斯 http://lol.duowan.com/jax/ http://lol.duowan.com/s/hero/jks.jpg
38 无极剑圣 易 http://lol.duowan.com/yi/ http://lol.duowan.com/s/hero/y.jpg
37 英勇投弹手 库奇 http://lol.duowan.com/corki/ http://lol.duowan.com/s/hero/kq.jpg
36 牛头酋长 阿利斯塔 http://lol.duowan.com/alistar/ http://lol.duowan.com/s/hero/alst.jpg
35 蒸汽机器人 布里茨 http://lol.duowan.com/blitzcrank/ http://lol.duowan.com/s/hero/blc.jpg
34 众星之子 索拉卡 http://lol.duowan.com/soraka/ http://lol.duowan.com/s/hero/slk.jpg
33 沙漠死神 内瑟斯 http://lol.duowan.com/nasus/ http://lol.duowan.com/s/hero/nss.jpg
32 嗜血猎手 沃里克 http://lol.duowan.com/warwick/ http://lol.duowan.com/s/hero/wlk.jpg
31 堕落天使 莫甘娜 http://lol.duowan.com/morgana/ http://lol.duowan.com/s/hero/mgn.jpg
30 披甲龙龟 拉莫斯 http://lol.duowan.com/rammus/ http://lol.duowan.com/s/hero/lms.jpg
29 虚空行者 卡萨丁 http://lol.duowan.com/kassadin/ http://lol.duowan.com/s/hero/ksd.jpg
28 亡灵勇士 赛恩 http://lol.duowan.com/sion/ http://lol.duowan.com/s/hero/se.jpg
27 宝石骑士 塔里克 http://lol.duowan.com/taric/ http://lol.duowan.com/s/hero/tlk.jpg
26 风暴之怒 迦娜 http://lol.duowan.com/janna/ http://lol.duowan.com/s/hero/jn.jpg
25 时光守护者 基兰 http://lol.duowan.com/zilean/ http://lol.duowan.com/s/hero/jl.jpg
24 卡牌大师 崔斯特 http://lol.duowan.com/twisted/ http://lol.duowan.com/s/hero/cst.jpg
23 寡妇制造者 伊芙琳 http://lol.duowan.com/evelynn/ http://lol.duowan.com/s/hero/yfl.jpg
22 死亡颂唱者 卡尔萨斯 http://lol.duowan.com/karthus/ http://lol.duowan.com/s/hero/kess.jpg
21 恶魔小丑 萨科 http://lol.duowan.com/shaco/ http://lol.duowan.com/s/hero/sk.jpg
20 大发明家 黑默丁格 http://lol.duowan.com/haimdinger/ http://lol.duowan.com/s/hero/hmdg.jpg
19 暗影之拳 阿卡丽 http://lol.duowan.com/akali/ http://lol.duowan.com/s/hero/akl.jpg
18 兽灵行者 乌迪尔 http://lol.duowan.com/udyr/ http://lol.duowan.com/s/hero/wde.jpg
17 德玛西亚之力 盖伦 http://lol.duowan.com/garen/ http://lol.duowan.com/s/hero/gl.jpg
16 狂暴之心 凯南 http://lol.duowan.com/kennen/ http://lol.duowan.com/s/hero/kn.jpg
15 深渊巨口 克格'莫 http://lol.duowan.com/kogmaw/ http://lol.duowan.com/s/hero/kgm.jpg
14 虚空先知 玛尔扎哈 http://lol.duowan.com/malzahar/ http://lol.duowan.com/s/hero/mezh.jpg
13 金属大师 莫德凯撒 http://lol.duowan.com/mordekaiser/ http://lol.duowan.com/s/hero/mdks.jpg
12 狂野女猎手 奈德丽 http://lol.duowan.com/nidalee/ http://lol.duowan.com/s/hero/ndl.jpg
11 探险家 伊泽瑞尔 http://lol.duowan.com/ezreal/ http://lol.duowan.com/s/hero/ezre.jpg
10 酒桶 古拉加斯 http://lol.duowan.com/gragas/ http://lol.duowan.com/s/hero/gljs.jpg
9 狂战士 奥拉夫 http://lol.duowan.com/olaf/ http://lol.duowan.com/s/hero/alf.jpg
8 战争之王 潘森 http://lol.duowan.com/pantheon/ http://lol.duowan.com/s/hero/ps.jpg
7 钢铁大使 波比 http://lol.duowan.com/poppy/ http://lol.duowan.com/s/hero/bb.jpg
6 暮光之眼 慎 http://lol.duowan.com/shen/ http://lol.duowan.com/s/hero/s.jpg
5 德邦总管 赵信 http://lol.duowan.com/xinzhao/ http://lol.duowan.com/s/hero/zx.jpg
4 猩红收割者 弗拉基米尔 http://lol.duowan.com/vladimir/ http://lol.duowan.com/s/hero/fljme.jpg
3 哨兵之殇 加里奥 http://lol.duowan.com/galio/ http://lol.duowan.com/s/hero/jla.jpg
2 首领之傲 厄加特 http://lol.duowan.com/urgot/ http://lol.duowan.com/s/hero/ejt.jpg
1 赏金猎人 厄运小姐 http://lol.duowan.com/missfortune/ http://img.dwstatic.com/lol/1306/235058999669/1371103804008.jpg
